days_left,price,predit_1,prdict_2,final_predictions
30,24142,14590.964391269836,14692.03246111111,18443.334460606064
38,51875,51612.18666666667,51779.85308888889,51662.74371666668
2,16383,10450.876613492064,10981.265002885999,11633.042340115438
28,4977,5119.54898684649,5143.480174148075,5001.513138455992
10,62255,52763.635389105344,52962.03921984125,51703.82140461761
16,5275,5453.676939682539,5417.90945887446,5241.6488985569995
14,11247,12557.301752114563,11148.874692712841,11865.464213203459
38,6276,6398.90386904762,6592.132927516931,6561.78205243645
44,40593,42823.58526349204,43869.29553795093,42219.300571428575
14,15309,15679.435900049953,14530.280535836377,14263.749437157292
28,20684,21292.676000000003,21087.051911111113,20718.528514285714
4,5954,6425.394971428571,6838.574471428568,7774.276817965363
29,5954,6051.352200000002,6040.917453679654,6073.587793650799
45,2124,2211.958607142857,2245.4653709235213,2145.128700505051
10,13104,13489.033642784996,14307.60906731601,14158.97973391053
31,7750,7285.1752016594555,7144.727629242977,7486.339652669552
10,49896,50676.57041666666,50330.35220714286,52271.19287720058
16,4979,6422.81287777778,6007.433212598514,5874.047291269845
38,3834,4577.585989610385,4992.720573809529,4695.718161011208
15,8984,10588.496168831176,10231.581112914859,10264.532242857144
36,2201,2200.898,2201.0,2212.235026190476
21,45693,45647.8024,45767.745142857144,45692.10736666668
11,7413,7564.892531818182,7332.887707936508,7700.602300793649
47,6294,6263.672618686869,6193.868959812409,6409.179455555553
9,17746,17796.985081746025,17994.230691269848,18392.547122077915
2,5943,6332.907087662337,6424.757255266956,6717.231218542563
38,66928,68552.94102142857,68250.90865158729,69030.94338073592
45,6437,6376.332192063493,6323.0148015873,6434.254783044729
27,4500,4490.385526190476,4500.69187142857,4501.9369472582985
48,53743,50394.997067460354,48762.5267316739,49544.99584487736
3,15720,6743.812049206347,7383.876687518036,8181.71244018759
32,3219,4604.964125108222,4296.109133044731,4403.701023082472
47,3862,4053.664004761905,3850.8089666666674,3871.542864285714
14,53824,45923.50739047619,46114.53602857142,45869.962419047624
20,32646,32716.121361904763,32848.17511428572,32981.45521507937
37,5967,5143.137039466094,5242.8439238095225,5388.747691269841
15,6638,8447.69596886447,7785.332903790651,7617.356734271285
31,69168,68850.26898333333,68865.98471111112,70250.07188968256
42,45805,46124.15266666667,46233.72107301588,47747.16227979797
15,24298,9021.626754761906,9123.900859668107,11084.41792590187
11,7530,8247.420151587303,8948.019176984131,8613.47147720058
20,2409,2427.167671428572,2439.224657936508,2462.5408594516593
42,5883,4740.6540031746035,4723.97820079365,4250.757882539684
15,6489,7773.162146486848,7405.839111038965,7298.454765811971
36,2476,2476.320533333333,2479.0860666666667,2497.4628523809524
35,77120,69497.28493333334,69383.27795555556,69382.87024841273
23,3496,3584.959528571428,3704.7612365079367,3738.9416415584415
10,9840,10131.731965873016,10081.502434310136,10347.24780476191
40,22140,22163.087,22150.290295238097,22152.55980634921
5,8148,10020.557101609496,10646.973425468972,10330.21738116883
38,4594,4633.433923809524,4666.197709451661,4592.194453246754
22,6568,6779.51520411255,6834.201835425685,6798.633817243866
14,68505,55967.02731111111,56179.47000613276,56636.522272222224
17,5932,6930.970808730159,7169.557869480518,7088.36977970918
29,1776,1777.9648,1775.2376595238093,1778.916744733044
31,50473,43363.35626666668,43082.83153333333,42706.46647626263
30,4971,7228.186854184705,6885.649050000002,7252.366049278498
40,6508,9166.01482979798,8922.44902857143,9908.358304689753
34,51817,53615.66423571428,53622.86466904761,52366.75012380952
27,5823,5817.632066666667,5813.58486753247,5897.582802136754
39,4909,4938.042121212121,5205.051336507936,5235.69269199134
31,58315,57849.41866666667,57759.994933333335,58394.54270194805
35,60260,65973.46756190476,65809.1772952381,63367.04603946614
13,5208,5427.507066666665,5367.285188816741,5641.586370634925
47,1830,1913.654676190476,2002.2788500000001,2021.8660595238089
40,5232,5096.390951587305,4972.704221284271,5097.810349206356
41,6296,6274.097604761905,6300.976483333334,6276.096995743147
43,23484,23454.516266666666,23462.539866666666,23429.87247619047
10,10849,11402.94323152958,11327.730689538243,11042.687516378064
43,4945,5448.894327378179,5207.1356987013005,5253.937773809523
38,9643,9434.4175,9504.469733333333,9580.34158095238
31,4515,6984.770840259738,6594.795583116877,6743.360625180373
19,3571,3779.6813555555545,3860.907217460319,3721.0895281440794
15,13090,13556.144349062048,12331.626492712849,13039.59776053391
46,4658,5076.433350793652,5165.563028571429,4788.512580158729
39,46097,46283.586333333325,46187.269419047625,46164.35128571429
20,2464,2650.9687991341993,2622.9267549062047,2536.7050293650796
17,15446,14903.804163924973,14623.67113051948,14740.65100343545
33,6502,6435.761803174602,6500.410323809525,6510.459618253968
28,7610,7668.856599999998,7730.69180972916,7591.233383189033
4,57666,51687.017749134204,50864.95351904761,51977.768285137085
45,32881,34678.28942142856,33833.52175793651,33705.10364297924
36,4233,4270.232203030302,4261.8299825396825,4254.135952597403
45,25000,24695.10279047619,23958.363206349208,23724.143682539685
49,8111,8087.244688095239,8070.109297619047,8114.932346398047
10,60396,60252.64997301587,60349.38816507938,60566.35839285714
26,3090,3912.4708404761905,3886.3985244588757,3625.0986665945156
19,3979,4705.652857936508,4892.845481313133,4434.527751442998
47,2336,2335.748857142857,2337.6802,2343.0391891053396
9,12348,12010.005944444443,12157.414386652237,12126.290553391062
33,3916,4255.729192279944,4129.465762914861,4174.0254662337675
46,4031,3730.11760519481,3693.9397048340575,3670.5112164335674
11,51707,50422.04656096677,49744.300619724716,49419.071019047595
27,7286,7127.120157359306,7091.831147863246,7376.724273809522
30,4392,4711.144437085133,4813.770158585857,4738.123575829723
26,3999,4000.416888888889,3986.0345833333336,4002.812604689755
24,2329,2676.503043001443,2768.2863880952373,2678.0494559884564
46,50271,49968.12658333333,49608.29019740259,50281.51546031746
12,51697,59178.10060476192,59129.157228210715,56027.41214200243
46,2476,2476.1853,2485.6178,2508.083496031746
28,44622,44427.773042857145,44536.48227142857,44529.04717481962
15,22152,22355.232952380957,22629.17416190476,22247.683842857143
6,13339,14524.108298340543,12838.908976839824,13837.130785714282
14,24234,25523.901030158733,25701.82801428571,26569.381566666663
16,8118,9690.956186652238,9235.55456536796,8818.171055483404
7,6977,8666.45600292486,8449.933905411257,9232.945784271282
41,54896,54984.59823968255,55065.45309285715,54924.193312698415
18,5276,6205.134665873017,6277.858967421468,6059.708335786434
44,42521,43504.70024761905,43270.09643333333,43151.877977777775
42,3916,4089.6271111111105,4294.753059523809,3989.177066666666
37,7021,6982.627342857142,6967.451476984126,7105.704936535682
12,53440,64588.30521919188,64136.029698412705,62994.92801515151
40,49613,55917.92996239315,55563.40364444443,52146.98595901876
37,4287,5179.46385945166,5094.817292496393,5225.240523376622
8,55502,56342.555473015884,57344.66850396826,59204.326767460254
7,69885,68752.84398271175,68639.86731349205,71823.24522705622
48,4499,4779.699708730159,4767.35615079365,4559.566501515151
18,51697,50623.61067777779,50946.701066666676,51899.43084444444
29,3979,3995.4482727272725,4030.5158305250293,3996.2330841269836
39,7332,7318.384047619049,7307.569684920633,7336.6000220779215
49,1776,1816.812731746032,1815.5146920634922,1799.8449229437235
30,4024,3886.2485349206354,3884.3070152958157,3739.6632202741707
28,53152,52908.80650476191,53041.733782539675,53078.95922619048
47,4357,4673.6028065656565,4672.848953785103,4498.4776442279945
33,58394,56781.1783391775,56594.08469011545,56561.41647590187
37,53743,54045.455111111114,54385.240136507935,53924.25459444443
35,2785,2968.6822428571436,2979.90047790543,2786.711205844155
18,4620,4584.7363324675325,4564.333738095238,4647.898992640691
14,4453,4702.705575252525,5214.762375829728,4996.736190404042
20,3253,3721.3339476911983,3863.4010982683967,3569.475066522366
34,37929,38136.09453333333,38378.31536190475,38001.27828499278
10,15364,15009.084834199137,12955.617158441568,14521.177925036065
12,13943,15579.53848246753,15694.312791269844,15891.829376623386
27,60365,63722.00988949939,63821.30543333331,61288.01383968255
16,6955,7336.553568975466,7275.340612881557,7277.647711471863
11,10744,10738.58837164502,10825.385978571434,10821.007602092352
28,41281,41270.5552,41350.37503333333,41314.52644285715
7,9201,10054.827547619047,10097.614926190474,9533.850399639248
12,6488,6509.17105,6527.3443476190505,6553.786247691203
22,5937,6410.081074603173,6528.780236868687,6140.222991847042
22,6311,6134.20484098124,6111.275901587302,6170.003523088019
40,4919,6519.790405699862,6238.091213419914,6659.829924531023
21,56588,56697.24803722944,56658.65818333334,56661.87998809524
40,6067,6063.295999999999,6075.762483333333,6084.52303968254
48,56588,54591.31604999998,55574.33701428571,56615.502186652266
44,4007,4901.5972269841295,4858.760649639249,4979.421334704187
26,4498,4496.973285714285,4497.859396825397,4494.486985714286
49,6320,6215.565548917746,6344.399566666668,6238.521988095234
20,6502,6321.908475974025,6223.581473015872,6339.241582251083
41,2203,2420.643408225109,2418.1016777777772,2221.3370492063495
6,53164,52219.055663131316,50855.727549567106,51898.18860103786
34,6271,6458.4067087301555,6512.002772943721,6319.192616666666
12,5954,6899.027897835499,6811.549972849371,6541.66991854257
11,68303,71826.95314157507,69762.46245634918,70217.58496443003
24,6055,7659.903575974024,7446.348232683981,6781.428365079365
31,2228,2230.7430857142854,2256.672284632035,2324.212232251082
22,4940,5151.153040243086,5164.973084920634,5219.404243700744
40,3813,3849.9598623376623,3956.502378998778,3784.2550323953833
37,61933,62145.53488888889,62160.547536507926,64187.018555771996
31,39499,39519.784,39961.563961904765,39482.637160317456
15,10849,10894.821711038965,10987.338696176053,10919.476419119765
36,4363,4857.3195939393945,5199.044339971143,4953.536611632814
7,11247,11587.09068894994,11421.042030375176,11390.467306204904
18,60396,64099.56304841269,65918.17818473747,61406.13686984131
40,6797,6721.218820490619,6699.335276984128,6842.030401598401
5,11139,10869.230838600288,10947.333483694078,10893.182075036077
41,1443,1443.3256000000001,1444.2900904761902,1478.9384241147743
30,49613,51192.244266666676,50838.71317460317,49918.83211984127
9,56702,64707.63502352089,63038.97378607501,61560.6506920635
34,48795,48991.77155555556,48968.77099999999,49423.39652222222
21,6450,6453.441650793651,6398.336796464645,6424.717096681096
7,8589,8356.234847835498,8245.873935164835,7988.771533333332
8,14524,14556.341367388166,14513.046360256418,14854.73272222223
21,6191,6210.1933784160265,6246.284225169277,6190.697217460322
16,3951,3968.9934650793653,4024.290133333335,4076.420784848487
46,48876,48304.90635163722,48452.51462472524,47673.78103809523
1,20130,16292.235174492173,17172.48216673882,17802.819670468412
32,4672,4921.715392640693,4939.861996031747,4812.537896547897
34,3379,4012.086627489178,4091.8981269841256,3551.3580246031756
2,17124,15976.35592510822,15764.684811760466,17428.254359096467
13,5178,6814.802037445888,7559.1907918470415,7016.01780952381
7,49042,50621.47617380951,51172.700316233764,51159.315639682536
15,17996,15788.618506043953,14477.962787085138,15904.172613419918
9,7958,8666.267069841271,8731.53551695526,8811.658167965368
24,54608,54557.7648,54515.69194285714,54609.33721428571
19,4783,4592.804001948052,4686.923029725828,4540.765828643577
9,13641,10692.587702886003,10822.431696681098,11847.04310663781
17,3072,4153.997707575758,4316.615255699852,4682.0752227994235
2,23523,19478.32778715729,19849.91054112554,20866.5033063492
20,4496,4554.8214333333335,4558.388042857143,4520.563728571428
19,6172,6153.2848571428585,6143.930161904764,6147.116930158729
46,2840,2940.1920666666665,2940.5692819624824,2955.739156349207
24,3549,3095.066987734488,3312.718976762128,3274.7791272005775
16,1776,2318.488602813854,2027.662370634921,2045.9315419191926
7,7484,7786.464354761903,7957.3352192640705,7817.741770490618
5,8391,9529.548649783546,9657.166239249635,9840.243519841273
6,57992,63857.52017539685,62923.952811832576,61335.972554545464
49,52287,58424.02567619048,58441.26172922078,57002.41106616159
24,4724,5239.6486282106725,5419.454342063487,5069.64327979798
15,5430,5011.070465440115,4228.226839033192,4699.213267316017
48,62188,61529.18426536796,61241.338526190506,61495.63752539683
18,65529,64617.19440000002,64857.852632034635,65396.1764095238
49,1788,1798.1812904761905,1801.9408835497836,1833.8073693362187
38,3943,3977.861319047619,4130.890267460318,4025.354004911754
35,6395,6391.937515367962,6422.417000432902,6546.3423206349225
16,23951,20208.949314069265,19473.49882301586,19475.443218614724
28,3266,3557.3470738095248,3583.433246320346,3375.806432972583
16,92193,82987.74318513702,83561.48101507936,88716.90205202016
30,44863,45424.373364285704,45380.085098412696,45464.50175794208
2,18506,17003.79047604618,16591.8774556277,15869.22134306804
30,4069,3940.4772797979763,3731.672865584416,3756.491601731603
19,51345,52275.70887380952,52078.905612698414,52592.006073015866
11,9178,9314.157008008659,9670.363516017318,9286.777512698416
32,2835,3485.9188584415583,3290.798766450217,3065.6135408369405
43,51457,51599.88698095238,51821.639973809535,52794.018603968245
6,11520,11325.525395238094,11140.59219088134,11124.490647691202
45,42457,43037.999519047626,43166.42632222223,43181.260770346315
29,65529,65783.31653333335,65795.0782,65794.63026452993
16,4934,6355.403364069262,6651.850435497833,6163.64135093795
21,4363,4397.343628571429,4343.068488672438,4424.398682251083
16,63979,65619.3570304473,65287.89744105339,64719.812889826826
31,49613,49613.0,49626.508799999996,49620.30728333333
34,6075,5857.094597635699,5860.27025315795,5790.392711111112
22,4294,4369.765607936506,4557.01318001443,4349.808742640693
23,47408,47238.3537,47200.75241904762,46964.19844603175
39,2603,2632.9809173160183,2746.642312409812,2725.8881388888885
39,3015,3188.1675753246745,3185.6841880952384,3114.312730158731
11,10744,10932.972017460314,11295.42746984127,10959.290115873013
20,60978,61036.04350194804,60708.906940476176,60957.661977777796
10,9315,7573.259016056166,7791.256520673772,7801.981999062047
27,5568,5547.035992640689,5518.011874603176,5547.665454184702
29,60396,60394.73914285714,60423.1565,60532.33824126984
23,69244,69196.13702965366,69110.57902402595,67956.23850317458
17,49553,52570.86667979799,52685.3077077922,50912.77293160173
37,17548,17457.419,17501.650704761905,17158.802849206346
31,62617,62257.99155555555,62307.2195047619,62515.14775396827
45,59021,52684.98213023088,51651.130972510815,54046.11025274171
43,10478,6208.001326190477,6158.83095238095,6032.817081818181
15,7410,8782.820683333326,8533.590792712843,8548.600954184707
18,60508,62261.19354502166,62800.375090836955,62814.088436507955
8,12524,12094.619234276848,13293.135346031746,12558.063891125537
34,3424,2840.887204761905,2740.436780880231,2765.707074825173
26,4341,4384.643685858586,4506.039119480521,4269.035864502163
43,2700,2699.7298857142855,2696.9060095238096,2690.091906493506
13,7353,7849.697433116882,7709.03024365079,7978.179342857147
15,6249,7910.333911111108,8052.910338528139,7400.9213777777795
11,61695,61560.42994747476,60139.747099999964,64002.33637301588
6,43697,43286.20323679653,43448.26877142854,41843.02849955601
35,69825,66374.6747888889,66860.16676269843,66568.63076262629
33,8631,8686.553390476189,8674.58861031746,8728.74718075258
39,51819,51862.91944444445,51815.850629725835,51808.384437301596
45,62188,62036.4941,61867.249744444445,62109.67643253969
33,59021,58633.73426666666,58671.058331746026,59372.931939682545
13,13107,13092.206490331884,13641.849622150072,13186.793983621941
22,42521,42550.659199999995,42580.6434,42619.0745452381
8,13240,13939.573447330455,14163.711806998564,14083.90634442224
5,17738,17155.452711832615,16037.795473304472,17767.356520757014
45,6972,6383.547999206349,6430.872809523809,6373.19393852814
3,63308,70984.23346522366,69265.5751699135,74471.20713160172
23,4660,4597.652063492061,4894.410238095241,4857.8368300865795
13,7584,7967.2473692640715,8118.244992784995,8688.92152821068
42,3863,3958.7772904761923,3900.3131285714303,3956.189654256855
13,61873,71447.72549314573,69681.66438253972,75314.32573643579
28,8040,6603.510827705626,6538.001368253972,7138.264238528135
46,54777,54672.830587301585,54157.89164083695,54820.95977777779
9,61933,63981.009061111115,63823.27514935059,65246.08046666667
27,7344,6633.719726118327,6635.302088816738,6437.567348268397
37,4755,6514.457653968253,6297.091379292926,5981.147538888889
25,6294,6405.758113131314,6378.4614200577225,6380.007087445886
24,6287,6440.899486363638,6504.974811111114,6455.03342857143
43,5977,5798.537022438674,5806.320213997112,5930.547410461762
5,11069,13538.312382323227,12942.497002380944,13429.380484632038
29,6932,5391.394046031744,5413.60587388167,5558.056662698416
31,5163,3800.0864039682547,3963.245067460316,4047.978849278498
40,5685,5561.219735714285,5442.54496868687,5505.289915079366
45,2201,2207.61433015873,2204.2587976190475,2220.1693577922074
6,6488,7385.730281746036,7069.652166666667,7090.4053851370845
5,11843,11295.063698412694,11332.125257142852,11428.908826262623
20,2201,2205.0990666666667,2202.4478095238096,2197.511675396825
41,6296,6118.824163419913,6077.736617887668,6028.9134785714305
38,54896,54984.702833333344,55037.49058412698,54945.18513888888
1,16033,15938.924335858588,15641.064809157517,16738.81226363637
24,60508,61294.64853333332,61694.880399999995,60036.14597155068
4,5042,7572.332942352092,7769.096127849925,6915.989588528139
2,11205,12173.792805566645,13184.492973809529,12024.217358730164
16,18723,7529.408677994231,7821.672936507936,7926.607294083695
1,14150,12922.488456277051,13383.723372405377,13988.523112193352
16,21253,11061.941493939396,9762.721710550559,10078.822452308808
38,6502,6556.779334126984,6522.276893073593,6507.654203968253
34,8738,8084.605064441118,7939.115552525253,8024.612829437234
12,7484,8066.348069047621,7976.141923870575,8088.066472582973
26,57920,56971.23016890332,56172.88138607502,58072.47330606062
6,4202,4267.31873095238,4364.239078571428,4272.203107720056
15,4979,6619.527877561327,6291.351416666667,5976.7157529359565
38,3877,4118.8898225274725,7397.92443275614,5713.588734126979
39,5232,5432.444543145746,5506.8994776334775,5309.006841847043
9,12978,11281.576130158734,11426.874422655113,12587.27168888889
36,5547,5758.008419047621,5760.785719047622,5604.149217232769
4,8799,9270.884908086358,9098.14141688867,10111.422247069591
13,11488,11301.673708730157,11302.79785714286,11309.938743939392
24,3776,3587.392058946608,3678.8773171273165,3742.7331425074926
21,6578,5667.835376984129,5623.497009884563,5916.922761399714
7,12747,13558.166926778777,13014.781072077916,12309.804593001441
44,3379,3374.8678666666665,3378.7450777777776,3401.9113595238096
47,1755,1863.4145952380952,2032.6044777777777,1785.8358562049063
8,5352,5260.859314141413,5508.981678571424,5561.187607215009
4,11675,12595.282005772011,13060.218735642131,12734.386694688645
18,58750,55481.54070873018,55736.024450000004,53133.55348095239
24,6489,6458.381157142856,6559.0536404761915,6732.197003074699
26,2150,2377.157040476191,2367.5528606060607,2282.432216378066
42,4515,4788.291357936507,4699.800852597402,4441.9508308302775
47,53164,51371.70028650793,52435.06619523809,52997.17468044734
27,51817,58603.20456190475,58936.62859365079,58585.5215360029
10,5042,5235.994623088022,5422.722708008659,5428.652451332
14,44144,44133.50333333333,44181.592757142855,44045.64413809524
30,5361,5655.6845105339125,5807.936668614716,5723.850778571432
14,52287,53223.486287013,53849.27311948054,52574.83258600288
35,53164,52953.37724761906,53010.664066666664,53660.51428174605
17,8534,8433.666921572874,8446.670654689755,8400.471787590195
29,3633,3137.0381166666684,3143.980887012988,3113.760626984127
12,8869,7939.051723376626,7754.485928571427,7628.552945021646
10,14264,12936.564920562769,12982.794715440117,13029.085828210675
24,4896,4935.024476190476,4973.120272222222,4932.672411111109
13,13014,12167.63931082251,12070.135509179718,12561.216423304466
48,4846,5463.73678968254,5361.736319696969,5554.624100432907
11,6489,6705.863623015873,6674.77963049173,6756.77431861472
30,6344,5143.009245854147,5357.577992640695,5137.828404517706
48,5006,4653.988941269842,4719.579628354981,4492.292344372294
24,8395,6001.061851587301,6328.3134046176065,5608.120711338662
47,3219,3834.1020170274164,3863.2234779942296,3599.421837518041
32,4230,4259.795092857144,4280.602884920634,4247.222745598845
1,12476,14963.704622727277,16587.187935281392,16588.88669213565
40,2464,2492.1107206349207,2502.4565912698413,2564.133414646466
5,69885,68479.69617359308,67173.97011962479,65655.31340187589
36,55983,55969.101777777774,55944.18555555556,55968.92967857143
47,6181,5792.601105844153,5536.241635714286,5784.811911111106
35,58282,56844.41152481963,56764.10372503607,57654.90166190479
3,17724,14917.756277633483,14865.977302597395,15117.712305017201
12,6548,9072.132926551232,7914.381879426129,8933.576519913426
14,5955,5916.565296031745,6006.4134098845625,6038.102428354981
2,13524,16018.756583300032,16172.872384704182,16621.724171428566
46,2359,2371.345733333333,2388.935903968254,2372.3764261904753
42,4071,3974.8389987012993,3898.603831890334,3884.056969047619
38,35490,35652.85196666667,35722.545176190484,35717.4859142857
39,29764,30061.863276046184,30613.034374675317,30407.93276608947
34,4380,4008.8349285714285,3968.3474420634925,4013.192761111112
42,54608,54912.043261904764,55009.85106031745,55120.28091349205
5,21738,23180.415672216677,22876.557585497812,20213.87754725831
45,2336,2368.3026142857143,2442.3685047619047,2414.3039556998556
6,62591,66808.05649682536,63861.35073665225,68435.95608001444
19,41064,41669.44978571429,41479.18695634921,41301.76001789322
49,6578,6713.669297619045,6762.590236002882,6740.67849199134
8,10406,11865.029549567103,11860.898979797978,12368.09987539683
32,53835,58972.88111421358,59003.5653364358,59257.57546666668
5,10744,10710.56328766234,10915.195367460314,10261.14659444444
40,1890,2538.7886738095217,2550.4905772005754,2220.061507215007
11,8148,9112.882353174602,9839.503784992787,9152.677017460315
34,42521,42457.20998095237,42448.09233571429,42782.84163232323
13,29764,33254.595459523814,33935.359597619055,31058.3490567821
26,6122,6148.437872438673,6181.531060317461,6039.503850000003
12,10018,10109.265613275613,10164.949995310242,10077.269038888886
44,4755,4774.047754761905,4767.0193468253965,4714.917646031745
5,6131,7018.676791774893,7205.459176373624,6933.54105930736
14,9779,10118.046541736041,10208.545551404139,9802.591951515155
13,41281,44618.798362987014,44681.31243924963,41703.20977979797
5,12847,9408.9831,10213.079152813852,8318.619351098903
30,2339,2339.0,2347.2889333333333,2357.4707674603173
19,6277,7277.276667254967,7126.678668842267,6770.232469696969
42,6776,7558.935827633482,7567.049508658008,7601.491971067816
30,5675,4522.127238816738,4523.769023809525,4203.0044777056255
25,51819,54720.90612438672,55076.01512301586,59183.2595309524
5,11310,11385.419765051614,11296.7260420635,11222.724324603174
24,3911,3071.908597619048,3118.0809261904756,3299.005145165945
45,15560,9524.312195165947,8737.721515079362,9247.86603282828
13,14839,13087.42771464647,12800.514998557,12957.993111904767
21,4056,4146.928404761906,4130.848984126985,4274.026546897548
