actual_price,model_1_pre,model_2_pre,weightage_pre
4170,4115.37,3965.98,4097.4432
45883,45883.0,45883.0,45883.0
56702,63211.95,62453.95,63120.99
62448,62456.29,62448.0,62455.2952
10895,8514.08,8627.34,8527.6712
45883,46526.86,46919.94,46574.0296
51457,54443.05,55362.83,54553.42360000001
54896,54960.96,54896.0,54953.1648
28563,25626.08,22452.33,25245.230000000003
4266,4788.24,4684.91,4775.8404
1543,1543.0,1543.0,1543.0
49613,50206.82,50008.88,50183.067200000005
4056,4044.72,4210.94,4064.6664
20920,14914.33,15612.92,14998.1608
6167,6167.0,6190.22,6169.7864
7739,6832.17,6823.21,6831.094800000001
42212,42212.0,42212.0,42212.0
13474,14498.4,13980.67,14436.2724
6696,7733.12,7158.74,7664.194399999999
9840,10598.1,11362.11,10689.7812
42521,42521.0,42521.0,42521.0
6017,6816.89,6401.41,6767.032400000001
5632,5684.4,5726.66,5689.4712
3763,3825.31,3765.76,3818.164
4502,4523.12,4558.69,4527.3884
49725,49959.87,49725.0,49931.685600000004
65529,65608.52,65787.36,65629.9808
11129,10681.63,10645.61,10677.3076
6590,6772.71,6958.75,6795.0348
44280,44280.0,44280.0,44280.0
45883,45883.0,45883.0,45883.0
45693,45693.0,45693.0,45693.0
11129,11623.98,11514.33,11610.822
4294,4294.0,4294.0,4294.0
12197,13062.759000000002,12186.598,12957.619680000002
5761,6147.85,5964.01,6125.7892
9840,9906.15,9972.3,9914.088
2230,2124.0,2124.0,2124.0
5955,5965.26,5956.97,5964.265200000001
36712,36712.0,36712.0,36712.0
14880,15111.0,15148.8,15115.536
80566,68767.58,68268.63,68707.706
5949,5967.9,5967.9,5967.9
45672,45672.0,45672.0,45672.0
4071,3677.01,3562.09,3663.2196000000004
5937,6013.97,5954.68,6006.8552
57057,59498.6,58317.0,59356.808
6734,6627.82,6667.9,6632.6296
7333,6867.54,6901.66,6871.6344
2343,2531.84,2460.57,2523.2876
2399,2598.29,2623.83,2601.3548
7425,7514.5,7603.04,7525.1248000000005
6109,6106.94,6109.0,6107.187199999999
4357,4379.9,4386.4,4380.68
7466,10211.7,9580.64,10135.9728
4496,4496.0,4496.0,4496.0
3754,3768.78,3751.41,3766.6956
5120,5313.58,5157.83,5294.889999999999
5507,5509.39,5507.0,5509.1032000000005
6324,6324.0,6324.0,6324.0
70793,69667.4,70338.28,69747.9056
1714,1714.0,1714.0,1714.0
6461,6564.21,6559.21,6563.61
2050,2158.04,2124.15,2153.9732
54841,55255.42,55444.68,55278.1312
7387,5995.33,6019.61,5998.2436
1776,1790.81,1781.93,1789.7444
7651,6069.3,8078.35,6310.386
65069,78496.06,72312.5,77754.0328
6437,6436.95,6437.0,6436.955999999999
3357,3363.3,3409.04,3368.7888000000003
5320,5543.92,5467.95,5534.803599999999
5992,7487.57,7570.69,7497.5444
3862,3862.0,3862.0,3862.0
53743,53822.52,53822.52,53822.52
2994,4372.22,4412.24,4377.0224
4783,4946.25,4757.8,4923.6359999999995
5823,5543.99,5861.21,5582.0563999999995
56702,66896.12,65882.96,66774.5408
4028,4028.0,4028.0,4028.0
52287,52287.0,52287.0,52287.0
3524,3627.61,3484.44,3610.4296
8043,8312.97,8320.82,8313.912
48079,48079.0,48441.88,48122.5456
3153,3819.26,3819.95,3819.3428
48213,48369.8,48291.4,48360.39200000001
58223,65743.12,67965.66,66009.8248
7145,7138.16,7145.0,7138.980799999999
3999,4203.14,4192.66,4201.8824
7518,7445.51,7490.95,7450.9628
27976,32936.56,32444.02,32877.4552
2339,2452.85,2369.45,2442.8419999999996
3000,3029.22,3019.71,3028.0788000000002
3564,3485.75,3491.62,3486.4544
11129,11517.96,11498.38,11515.6104
4499,4514.79,4543.01,4518.1764
12054,12058.19,12070.31,12059.644400000001
39555,39555.0,39555.0,39555.0
3844,3849.77,3883.23,3853.7852
5234,5411.39,5448.83,5415.8828
54608,54767.04,54608.0,54747.9552
5954,6239.66,6126.85,6226.1228
3334,3334.0,3334.0,3334.0
5176,5383.74,5248.75,5367.541200000001
6349,4810.13,4723.59,4799.7452
4678,10183.42,9493.51,10100.6308
51817,51944.28,51038.7,51835.6104
7212,7933.23,7215.15,7847.0604
55377,55588.62,55993.68,55637.2272
6068,6089.58,6051.96,6085.0656
50969,50969.0,51210.92,50998.0304
6663,6404.12,5880.17,6341.246
4348,4366.2,4349.22,4364.1624
24056,24056.0,24056.0,24056.0
9201,10201.89,9832.49,10157.561999999998
51875,55402.55,55595.28,55425.6776
15311,13738.19,13853.24,13751.996000000001
5942,9902.76,9873.93,9899.3004
3014,3139.58,3076.79,3132.0451999999996
50271,50271.0,50271.0,50271.0
3961,4011.78,3989.96,4009.1616000000004
4182,3804.68,3308.78,3745.172
6082,6098.8,6082.0,6096.784000000001
9899,9184.85,8998.45,9162.482
3381,3486.89,3379.53,3474.0067999999997
2723,2758.06,2789.96,2761.888
11739,11488.16,11677.65,11510.898799999999
51595,51595.0,51595.0,51595.0
4556,4615.66,4647.44,4619.4736
5094,5119.76,5204.46,5129.924000000001
1890,1991.4,2031.01,1996.1532
47657,47657.0,47657.0,47657.0
51697,51697.0,51697.0,51697.0
69168,69145.6,69168.0,69148.288
2696,2367.25,2438.11,2375.7531999999997
3000,2996.37,3006.33,2997.5652
5099,4869.39,4859.62,4868.217600000001
9216,8892.714285714284,8892.714285714284,8892.714285714284
2409,2410.57,2433.36,2413.3048000000003
3843,3835.56,3839.33,3836.0124
2614,2620.36,2616.48,2619.8944
4758,4782.59,4766.23,4780.6268
74305,69594.28,71382.92,69808.91679999999
5817,5817.0,5821.35,5817.522
1694,1735.84,1716.32,1733.4976
59948,60465.44,60654.95,60488.1812
14364,14587.311000000002,14302.862000000001,14553.177120000002
6942,6605.71,7181.95,6674.8588
5206,5210.0,5210.0,5210.0
53164,53792.32,53735.2,53785.4656
3334,3334.0,3334.0,3334.0
43910,43910.0,43910.0,43910.0
11106,13920.32,13608.38,13882.887200000001
6112,6552.74,6615.91,6560.3204
52175,52175.0,52442.68,52207.1216
73903,61343.32,58480.6,60999.7936
41281,41396.65,41281.0,41382.772000000004
48234,48563.84,48491.6,48555.1712
29610,29754.6,29636.2,29740.392
2336,2949.38,3343.13,2996.63
2700,2739.11,2702.1,2734.6688
11164,9248.23,9023.78,9221.296
6308,6120.58,6251.75,6136.3204
13935,13557.0,13596.9,13561.788
3610,3911.87,3896.16,3909.9848
45257,45257.0,45257.0,45257.0
54608,54608.0,54608.0,54608.0
59231,50205.4,50271.0,50213.272
44144,44144.0,44144.0,44144.0
1890,1946.52,1930.02,1944.54
51707,54130.86,53997.77,54114.889200000005
39555,45519.0,45519.0,45519.0
7490,8071.29,7915.93,8052.6468
7563,7443.69,7103.83,7402.9068
4989,4109.43,4306.45,4133.0724
7813,7866.03,7813.0,7859.6664
6689,6411.45,6394.72,6409.4424
51372,52595.64,52021.22333333334,52526.71000000001
6578,6578.0,6578.0,6578.0
14401,13460.78,13945.72,13518.9728
65529,66165.16,65883.68,66131.3824
4968,5156.58,6002.42,5258.0808
2410,3678.71,3416.89,3647.2916
47408,47408.0,47408.0,47408.0
7579,7041.8,6927.09,7028.0348
5937,5943.76,5953.04,5944.873600000001
45883,45883.0,45883.0,45883.0
3860,3806.49,3955.53,3824.3747999999996
8548,6278.32,6543.67,6310.161999999999
1890,1890.0,1890.0,1890.0
51817,52202.28,52045.48,52183.464
6386,4274.5,4303.71,4278.0052
2482,4293.34,4180.98,4279.8568
4357,5069.6,5053.92,5067.718400000001
45805,45870.75,45805.0,45862.86
69244,69641.6,69403.04,69612.9728
60260,60286.31,60260.0,60283.152799999996
64113,64431.08,64351.56,64421.5376
49613,52092.83,50251.97,51871.9268
4165,4204.95,4176.98,4201.5936
21343,11483.79,11866.59,11529.726
4165,4165.0,4165.0,4165.0
3916,4048.4,3995.74,4042.0808
18387,17277.53,17468.84,17300.4872
6806,6302.34,6411.22,6315.405600000001
12864,13776.368999999999,13893.57,13790.43312
5823,5851.13,5823.0,5847.754400000001
53152,53152.0,53152.0,53152.0
5632,5858.41,5718.21,5841.586
2339,2371.09,2351.21,2368.7044
4316,5231.71,4992.19,5202.9676
39859,39859.0,39989.01,39874.6012
52287,52287.0,52287.0,52287.0
6444,6809.03,6856.61,6814.7396
5087,5374.96,5326.53,5369.1484
60160,65051.37,65462.74,65100.7344
5606,5616.96,5617.96,5617.08
4969,5050.4,5050.4,5050.4
80566,80566.0,80566.0,80566.0
2098,2098.0,2098.0,2098.0
54115,54735.0,54773.75,54739.65
45672,45672.0,45831.04,45691.0848
5177,5226.73,5169.79,5219.897199999999
4173,4692.81,4950.8,4723.7688
5696,6641.78,6508.45,6625.7804
6568,6568.0,6568.0,6568.0
45883,45883.0,45883.0,45883.0
6032,6007.784071428571,6024.995738095238,6009.849471428572
6287,7575.87,7468.69,7563.0084
49613,49930.64,49771.82,49911.5816
7412,7412.0,7412.0,7412.0
3288,3525.72,3666.05,3542.5595999999996
56590,56590.0,56590.0,56590.0
4969,5114.66,5080.8,5110.5968
6663,8387.44,8418.07,8391.115600000001
9506,8199.06,8375.76,8220.264
4814,4850.68,4828.08,4847.968
12642,11245.35,11125.68,11230.9896
6578,6574.22,6581.2,6575.0576
51384,51887.74,52627.2,51976.4752
4979,4979.0,4979.0,4979.0
4499,4638.57,4656.87,4640.766
4363,4367.2,4363.0,4366.696
7872,10014.7,10261.34,10044.296800000002
42521,42600.52,42600.52,42600.52
13524,13818.34,13763.96,13811.8144
51707,53831.96,53736.54,53820.5096
5322,5322.0,5322.0,5322.0
5176,5870.04,5921.83,5876.2548
17794,17794.0,17794.0,17794.0
6296,6296.0,6296.0,6296.0
4152,4162.32,4165.76,4162.7328
6252,6068.65,6169.54,6080.756799999999
10039,12392.15,12463.78,12400.7456
4827,5083.62,5075.43,5082.6372
5220,4771.12,4716.91,4764.6148
50957,50957.0,51077.96,50971.5152
7088,6659.86,6607.56,6653.584
7950,8902.34,8660.69,8873.342
28644,19126.57,19220.18,19137.803200000002
6610,6421.05,6426.89,6421.750800000001
4556,4649.37,4596.72,4643.052
53164,53164.0,53164.0,53164.0
6510,6535.8,6520.22,6533.9304
1830,1830.0,1830.0,1830.0
2835,2984.55,2911.62,2975.7984
51595,51595.0,51595.0,51595.0
4009,4291.77,4325.22,4295.784000000001
8631,8632.48,8624.81,8631.559599999999
53937,53937.0,53937.0,53937.0
4452,4459.19,4452.0,4458.3272
23944,23944.0,23944.0,23944.0
54608,54608.0,54608.0,54608.0
6122,6122.0,6122.0,6122.0
6370,6030.53,6055.4,6033.5144
5888,5902.82,5900.35,5902.5236
2339,2339.0,2339.0,2339.0
84820,72466.25,71876.82,72395.5184
13264,9243.71,10044.59,9339.815599999998
8118,6903.68,7843.2,7016.4224
56476,56476.0,56476.0,56476.0
5704,5879.57,5648.28,5851.8152
7312,7349.57,7380.52,7353.284
5399,5433.35,5103.18,5393.7296
59827,53796.15,53773.75,53793.462
61873,63958.37,63736.68,63931.7672
4499,4520.58,4499.0,4517.9904
2410,3438.07,3530.1,3449.1136
3788,5022.76,4890.14,5006.845600000001
8306,8626.92,8451.64,8605.8864
50957,50957.0,54244.87,51351.544400000006
54896,54896.0,54896.0,54896.0
57393,57422.79,57416.52,57422.0376
62045,62045.0,62045.0,62045.0
2250,2320.38,2389.95,2328.7284
51817,51817.0,51817.0,51817.0
58315,58315.0,58315.0,58315.0
54777,54777.0,54777.0,54777.0
55502,55589.36,55408.69,55567.6796
20433,13485.96,15204.58,13692.1944
3496,3567.85,3576.7,3568.9120000000003
4674,4778.7,4546.46,4750.8312000000005
6292,6294.78,6255.96,6290.1215999999995
4148,4122.39,4138.94,4124.376
1776,1781.67,1776.0,1780.9895999999999
8043,9153.6,9306.04,9171.892800000001
55502,55502.0,55502.0,55502.0
1654,1708.22,1778.73,1716.6812
2339,3158.09,3114.27,3152.8316
73377,71427.82,67463.04,70952.0464
3153,3145.83,3148.14,3146.1072
58315,61298.5,62601.4,61454.848
4672,4676.8,4678.0,4676.9439999999995
9157,9397.03,9414.04,9399.071200000002
5960,5976.8,5969.45,5975.918
6167,6345.4,6294.53,6339.2955999999995
11664,11586.37,11591.68,11587.0072
7420,7948.45,7939.98,7947.433599999999
4748,5129.15,7583.06,5423.6192
3988,4021.92,3995.78,4018.7832
7838,8191.62,8012.297142857144,8170.101257142857
5610,5774.77,5784.95,5775.991600000001
64173,64287.24,64332.04,64292.615999999995
37405,39004.16,38995.88,39003.1664
49725,49725.0,49725.0,49725.0
1714,1714.74,1714.47,1714.7076
1543,2394.53,2242.61,2376.2996000000003
6946,7315.6,7239.89,7306.5148
15330,13734.66,13722.982,13733.25864
18094,14510.01,14879.01,14554.29
51384,51406.01,51508.32,51418.2872
4071,4133.21,4099.49,4129.1636
3654,3367.73,3253.04,3353.9672
4099,4275.67,4289.5,4277.3296
5094,4741.23,5299.86,4808.2656
7004,6999.1,6995.58,6998.677600000001
59827,51976.92,51875.0,51964.6896
6461,6657.47,6612.29,6652.048400000001
4496,4496.0,4496.0,4496.0
11730,15694.93,15193.13,15634.714
7053,7048.8,7042.17,7048.004400000001
10470,11599.128333333332,11447.9135,11580.982553333333
7584,7584.0,7600.67,7586.0004
47545,47545.0,47545.0,47545.0
5040,5834.49,5634.93,5810.5428
5772,5772.0,5772.0,5772.0
4099,4127.12,4112.0,4125.3056
5817,5799.25,5821.35,5801.902
56588,56588.0,56588.0,56588.0
35532,35532.0,35532.0,35532.0
3191,3781.52,3651.73,3765.9452
10668,11667.93,11589.46,11658.5136
58876,55305.61,55834.81,55369.114
69168,70281.28,69781.76,70221.3376
10680,10680.0,10680.0,10680.0
45995,45995.0,45995.0,45995.0
9216,8837.133333333333,8837.133333333333,8837.133333333333
4348,4327.66,4329.64,4327.8976
4755,4755.0,4755.0,4755.0
2464,2464.0,2460.34,2463.5608
53164,53238.37,53164.0,53229.44560000001
63889,59493.59,58199.0,59338.239199999996
57920,59559.68,59286.4,59526.8864
5467,5616.25,5577.49,5611.5988
6448,10171.38,8658.17,9989.7948
72738,64629.49,63899.02,64541.8336
3551,3563.6,3595.43,3567.4195999999997
3450,3396.08,3480.04,3406.1552
57939,57939.0,57939.0,57939.0
4170,4074.92,4352.75,4108.259599999999
11469,11856.36,14557.87,12180.541200000001
1755,2031.8,1856.52,2010.7664
5231,5354.73,5296.25,5347.712399999999
3191,2965.45,3047.21,2975.2612
4500,4500.0,4501.53,4500.1836
3961,4377.65,4267.07,4364.3804
18354,19885.76,19985.36,19897.712
3015,3153.54,3070.38,3143.5608
5407,5127.11,5298.6,5147.6888
6158,6158.0,6158.0,6158.0
15123,16972.8,16139.68,16872.8256
14524,14506.43,14518.04,14507.8232
5954,6174.4,6279.77,6187.0444
44280,44280.0,44280.0,44280.0
41281,41771.82,41281.0,41712.9216
54841,55377.48,55993.48,55451.40000000001
38166,40840.63,38132.18,40515.615999999995
19908,21993.83,21507.19,21935.4332
9141,9483.21,9312.44,9462.7176
4452,4452.0,4832.53,4497.6636
64025,59042.21,59562.8,59104.6808
3980,4360.57,3914.17,4307.0019999999995
4724,5188.95,5077.17,5175.5364
69407,55902.97,54892.9,55781.761600000005
55983,57101.88,57226.2,57116.7984
57017,57267.88,57759.56,57326.8816
53209,53686.12,54790.6,53818.657600000006
10264,7585.71,7661.68,7594.8264
7982,7981.77,7965.15,7979.775600000001
2723,2752.76,2759.46,2753.5640000000003
7806,7939.29,7863.49,7930.194
29980,35442.72,37027.24,35632.8624
3957,3969.72,3997.15,3973.0116
37658,37658.0,37658.0,37658.0
4496,4496.0,4496.0,4496.0
73369,73369.0,73369.0,73369.0
31436,31436.0,31436.0,31436.0
51372,51810.44,51888.39,51819.794
42457,43092.28,42457.0,43016.04640000001
10983,8690.71,8812.67,8705.3452
4706,4314.18,4530.02,4340.080800000001
64285,69692.36,70680.2,69810.9008
54115,55977.02,55799.62,55955.731999999996
9201,9812.15,9641.71,9791.697199999999
4971,4985.7,4999.97,4987.4124
6172,6172.0,6172.0,6172.0
4631,4134.17,3963.88,4113.7352
4393,4363.07,4420.64,4369.9784
74911,69752.47,66076.44,69311.34640000001
9879,10741.95,11092.43,10784.0076
45805,48930.92,51212.36,49204.692800000004
2844,4527.46,5641.64,4661.1616
2080,2082.71,2054.38,2079.3104000000003
2201,2225.42,2201.0,2222.4896
10148,8518.76,8594.58,8527.858400000001
13082,14523.36,14498.17,14520.3372
3381,3488.02,3445.23,3482.8852
4096,4245.87,4183.41,4238.3748
60260,60211.17,60260.0,60217.029599999994
64831,65366.6,65828.49,65422.0268
6633,6663.8,6662.7,6663.668000000001
11520,11589.54,11559.9,11585.9832
5276,5685.36,5744.04,5692.4016
11783,11430.245,11544.9,11444.0036
5271,2697.05,2992.76,2732.5352000000003
56588,56588.0,56588.0,56588.0
4209,4212.15,4210.9,4211.999999999999
63725,67490.44,64817.0,67169.6272
25380,16663.69,21230.81,17211.7444
5031,4493.45,4504.4,4494.764
7950,8711.03,8609.57,8698.854800000001
24234,24234.0,24299.74,24241.8888
52044,41372.43,41408.72,41376.7848
2339,2343.07,2334.94,2342.0944
6181,6117.33,6187.86,6125.7936
7679,8614.93,8818.6325,8639.374300000001
50271,50241.77,50271.0,50245.277599999994
2438,3082.45,3015.1,3074.368
3362,3379.86,3369.36,3378.6
6921,6786.2475,7095.47,6823.354200000001
9840,9852.41,9832.37,9850.005200000001
4250,4207.82,4203.38,4207.2872
49856,49341.92,49399.04,49348.7744
8112,8121.45,8112.0,8120.316
3234,2339.0,2341.6,2339.312
5042,5773.41,5695.4,5764.0488000000005
7352,6547.26,5947.22,6475.2552000000005
6680,5654.36,5408.55,5624.8628
7425,7508.76,7441.56,7500.696
54608,54608.0,54608.0,54608.0
47545,47545.0,47545.0,47545.0
2477,2599.69,2715.05,2613.5332000000003
6840,6862.13,6687.59,6841.1852
37668,41027.37,39012.22,40785.552
6122,6122.0,6122.0,6122.0
5441,5441.0,5441.0,5441.0
4593,4203.61,4223.4,4205.984799999999
13524,14590.48,14320.93,14558.134
76143,61412.55,64198.81,61746.9012
6759,6684.965,6461.676666666666,6658.1704
62617,70129.96,69552.04,70060.6096
6165,5999.03,5982.29,5997.021199999999
6277,6524.47,6638.15,6538.1116
1890,1892.15,1890.0,1891.892
12150,12511.23,12406.49,12498.6612
6490,6490.0,6490.0,6490.0
49553,56491.4,56934.92,56544.6224
4250,4217.57,4325.33,4230.5012
61899,63262.55,64833.38,63451.0496
5913,5454.47,5487.61,5458.446800000001
4478,5866.3575,6126.455,5897.569200000001
4357,4367.78,4385.88,4369.951999999999
4855,4566.64,4357.07,4541.4916
7774,8137.43,8482.01,8178.7796
11488,11489.86,11520.44,11493.529600000002
15447,12502.78,13662.03,12641.890000000001
68841,62904.71,63223.36,62942.948000000004
7763,7821.93,7838.42,7823.908800000001
9201,10245.37,10079.87,10225.51
5102,5105.15,5102.0,5104.772
42521,42759.23,42759.23,42759.23
47217,49257.49,49150.81,49244.68839999999
3015,3148.01,3083.94,3140.3216
5949,5949.0,5949.0,5949.0
5228,5324.48,5362.22,5329.0088
12408,12822.14,12538.09,12788.053999999998
61583,61583.0,61583.0,61583.0
5560,5192.89,5057.88,5176.6888
2410,2514.64,2410.0,2502.0831999999996
6015,6028.3365,6028.4215,6028.3467
7950,8045.94,7972.92,8037.1776
4488,5156.12,5049.47,5143.322
67769,69120.84,68736.84,69074.76
19743,16792.94,15760.43,16669.0388
2339,2341.12,2334.07,2340.274
7948,11643.22,12008.59,11687.0644
1694,1744.57,1788.72,1749.868
7958,12498.29,12760.13,12529.7108
6195,6207.92,6201.46,6207.1448
2056,2067.45,2056.0,2066.0759999999996
2477,2724.52,2700.63,2721.6532
3000,3000.0,3000.0,3000.0
44280,44280.0,44280.0,44280.0
7488,7947.94,7514.75,7895.957199999999
4111,4111.0,4111.0,4111.0
6489,6561.8,6642.14,6571.4408
7425,7544.58,7438.88,7531.896000000001
5907,5915.19,5918.58,5915.596799999999
5178,5419.8,5725.71,5456.5092
6032,6032.0,6032.0,6032.0
20623,15648.47,15614.77,15644.426
5399,5578.81,6008.75,5630.402800000001
14552,14784.49,14675.67,14771.4316
14314,14136.82,14000.02,14120.403999999999
1755,1984.07,1860.7,1969.2655999999997
51697,55240.68,55031.91,55215.6276
4034,6740.77,3773.73,6384.725200000001
6296,6296.0,6296.0,6296.0
60978,61078.8,61078.8,61078.8
5320,5901.06,5721.72,5879.5392
1776,1821.44,1797.3,1818.5432
53499,65391.52,69701.1,65908.6696
80682,72321.93,70460.23,72098.52599999998
3831,3879.75,3855.99,3876.8988
3457,3474.82,3430.79,3469.5364
11441,6848.76,7006.15,6867.6468
49553,49915.88,50036.84,49930.3952
6314,6425.27,6364.4,6417.9656
11205,11240.31,11356.33,11254.232399999999
6584,6786.97,7904.75,6921.1036
5095,5834.29,5644.22,5811.4816
